COW,DATE,MILK,CONCENTRATED FEEDING,RELATION,PADDOCK
23,9-nov,32.5,10.0,3.3,3.0
23,15-nov,29.5,10.0,3.0,3.0
23,23-nov,28.5,10.0,2.9,2.0
23,30-nov,30.0,10.0,3.0,1.0
23,7-dic,30.0,10.0,3.0,4.0
23,14-dic,29.5,10.0,3.0,4.0
23,22-dic,31.0,10.0,3.1,5.0
23,28-dic,33.0,10.0,3.3,3.0
27,5-ene,0.0,0.0,0.0,0.0
27,12-ene,0.0,0.0,0.0,0.0
27,19-ene,0.0,0.0,0.0,0.0
27,26-ene,0.0,0.0,0.0,0.0
27,2-feb,0.0,0.0,0.0,0.0
27,9-feb,0.0,0.0,0.0,0.0
27,16-feb,0.0,0.0,0.0,0.0
27,23-feb,0.0,0.0,0.0,0.0
27,2-mar,0.0,0.0,0.0,0.0
27,9-mar,0.0,0.0,0.0,0.0
27,17-mar,0.0,0.0,0.0,0.0
27,23-mar,0.0,0.0,0.0,0.0
27,30-mar,0.0,0.0,0.0,0.0
27,6-abr,0.0,0.0,0.0,0.0
27,14-abr,0.0,0.0,0.0,0.0
27,20-abr,0.0,0.0,0.0,0.0
27,27-abr,0.0,0.0,0.0,0.0
27,4-may,0.0,0.0,0.0,0.0
27,11-may,0.0,0.0,0.0,0.0
27,18-may,0.0,0.0,0.0,0.0
27,25-may,0.0,0.0,0.0,0.0
27,1-jun,0.0,0.0,0.0,0.0
27,8-jun,0.0,0.0,0.0,0.0
27,15-jun,0.0,0.0,0.0,0.0
27,23-jun,0.0,0.0,0.0,0.0
27,26-jun,0.0,0.0,0.0,0.0
27,1-jul,0.0,0.0,0.0,0.0
27,6-jul,0.0,0.0,0.0,0.0
27,13-jul,0.0,0.0,0.0,0.0
27,20-jul,0.0,0.0,0.0,0.0
27,27-jul,0.0,0.0,0.0,0.0
27,3-ago,0.0,0.0,0.0,0.0
27,10-ago,0.0,0.0,0.0,0.0
27,17-ago,0.0,0.0,0.0,0.0
27,24-ago,0.0,0.0,0.0,0.0
27,31-ago,0.0,0.0,0.0,0.0
27,6-sep,0.0,0.0,0.0,0.0
27,13-sep,0.0,0.0,0.0,0.0
27,21-sep,0.0,0.0,0.0,0.0
27,28-sep,0.0,0.0,0.0,0.0
27,4-oct,0.0,0.0,0.0,0.0
27,12-oct,0.0,0.0,0.0,0.0
27,19-oct,0.0,0.0,0.0,0.0
27,26-oct,0.0,0.0,0.0,0.0
27,2-nov,0.0,0.0,0.0,0.0
27,9-nov,0.0,0.0,0.0,0.0
27,15-nov,0.0,0.0,0.0,0.0
27,23-nov,20.0,6.0,3.3,2.0
27,30-nov,28.0,8.0,3.5,1.0
27,7-dic,25.0,8.0,3.1,4.0
27,14-dic,22.5,8.0,2.8,4.0
27,22-dic,30.5,10.0,3.1,5.0
27,28-dic,27.0,10.0,2.7,3.0
24,5-ene,13.5,2.0,6.8,2.0
24,12-ene,13.5,2.0,6.8,2.0
24,19-ene,14.0,2.0,7.0,3.0
24,26-ene,12.0,2.0,6.0,4.0
24,2-feb,11.5,2.0,5.8,5.0
24,9-feb,11.5,2.0,5.8,3.0
24,16-feb,10.5,2.0,5.3,2.0
24,23-feb,10.5,2.0,5.3,1.0
24,2-mar,10.5,2.0,5.3,0.0
24,9-mar,9.0,0.0,0.0,0.0
24,17-mar,9.0,0.0,0.0,0.0
24,23-mar,9.0,0.0,0.0,0.0
24,30-mar,8.0,0.0,0.0,0.0
24,6-abr,9.0,0.0,0.0,1.0
24,14-abr,7.5,0.0,0.0,1.0
24,20-abr,8.0,0.0,0.0,4.0
24,27-abr,8.0,2.0,4.0,5.0
24,4-may,8.0,0.0,0.0,5.0
24,11-may,8.0,2.0,4.0,3.0
24,18-may,8.0,0.0,0.0,2.0
24,25-may,8.0,0.0,0.0,1.0
24,1-jun,8.0,0.0,0.0,1.0
24,8-jun,8.0,0.0,0.0,4.0
24,15-jun,6.0,0.0,0.0,5.0
24,23-jun,6.0,0.0,0.0,3.0
24,26-jun,6.0,0.0,0.0,0.0
24,1-jul,6.0,0.0,0.0,2.0
24,6-jul,6.0,0.0,0.0,2.0
24,13-jul,0.0,0.0,0.0,1.0
24,20-jul,0.0,0.0,0.0,4.0
24,27-jul,0.0,0.0,0.0,5.0
24,3-ago,0.0,0.0,0.0,0.0
24,10-ago,0.0,0.0,0.0,0.0
24,17-ago,0.0,0.0,0.0,0.0
24,24-ago,0.0,0.0,0.0,0.0
24,31-ago,0.0,0.0,0.0,0.0
24,6-sep,0.0,0.0,0.0,0.0
24,13-sep,0.0,0.0,0.0,0.0
24,21-sep,0.0,0.0,0.0,0.0
24,28-sep,0.0,0.0,0.0,0.0
24,4-oct,0.0,0.0,0.0,0.0
24,12-oct,0.0,0.0,0.0,0.0
24,19-oct,0.0,0.0,0.0,0.0
24,26-oct,0.0,0.0,0.0,0.0
24,2-nov,0.0,0.0,0.0,0.0
24,9-nov,0.0,0.0,0.0,0.0
24,15-nov,0.0,0.0,0.0,0.0
24,23-nov,0.0,0.0,0.0,0.0
24,30-nov,0.0,0.0,0.0,0.0
24,7-dic,0.0,0.0,0.0,0.0
24,14-dic,0.0,0.0,0.0,0.0
24,22-dic,0.0,0.0,0.0,0.0
24,28-dic,0.0,0.0,0.0,0.0
25,5-ene,16.5,4.0,4.1,2.0
25,12-ene,14.5,4.0,3.6,2.0
25,19-ene,0.0,0.0,0.0,3.0
25,26-ene,0.0,0.0,0.0,4.0
25,2-feb,0.0,0.0,0.0,5.0
25,9-feb,0.0,0.0,0.0,3.0
25,16-feb,0.0,0.0,0.0,2.0
25,23-feb,0.0,0.0,0.0,1.0
25,2-mar,0.0,0.0,0.0,0.0
25,9-mar,0.0,0.0,0.0,0.0
25,17-mar,31.5,10.0,3.2,0.0
25,23-mar,37.5,12.0,3.1,0.0
25,30-mar,38.0,12.0,3.2,0.0
25,6-abr,41.5,12.0,3.5,1.0
25,14-abr,44.0,10.0,4.4,1.0
25,20-abr,40.5,10.0,4.1,4.0
25,27-abr,42.5,10.0,4.3,5.0
25,4-may,41.5,10.0,4.2,5.0
25,11-may,40.0,10.0,4.0,3.0
25,18-may,38.0,10.0,3.8,2.0
25,25-may,40.0,10.0,4.0,1.0
25,1-jun,39.0,10.0,3.9,1.0
25,8-jun,39.0,8.0,4.9,4.0
25,15-jun,34.5,10.0,3.5,5.0
25,23-jun,36.0,10.0,3.6,3.0
25,26-jun,35.5,10.0,3.6,0.0
25,1-jul,35.5,10.0,3.6,2.0
25,6-jul,35.0,10.0,3.5,2.0
25,13-jul,34.0,10.0,3.4,1.0
25,20-jul,33.0,10.0,3.3,4.0
25,27-jul,32.5,10.0,3.3,5.0
25,3-ago,30.5,10.0,3.1,3.0
25,10-ago,28.0,8.0,3.5,2.0
25,17-ago,26.0,8.0,3.3,0.0
25,24-ago,26.5,8.0,3.3,1.0
25,31-ago,25.0,8.0,3.1,1.0
25,6-sep,23.0,6.0,3.8,4.0
25,13-sep,24.0,6.0,4.0,5.0
25,21-sep,23.5,6.0,3.9,3.0
25,28-sep,23.0,6.0,3.8,3.0
25,4-oct,0.0,0.0,0.0,0.0
25,12-oct,0.0,0.0,0.0,0.0
25,19-oct,20.5,4.0,5.1,1.0
25,26-oct,18.0,4.0,4.5,4.0
25,2-nov,14.0,2.0,7.0,5.0
25,9-nov,12.0,2.0,6.0,3.0
25,15-nov,11.5,2.0,5.8,3.0
25,23-nov,8.0,2.0,4.0,2.0
25,30-nov,7.0,1.0,7.0,1.0
25,7-dic,0.0,0.0,0.0,0.0
25,14-dic,0.0,0.0,0.0,4.0
25,22-dic,0.0,0.0,0.0,0.0
25,28-dic,0.0,0.0,0.0,0.0
