COW,DATE,MILK,CONCENTRATED FEEDING,RELATION,PADDOCK
12,18-may,26.0,8.0,3.3,2.0
12,25-may,31.5,10.0,3.2,1.0
12,1-jun,34.0,10.0,3.4,1.0
12,8-jun,33.0,8.0,4.1,4.0
12,15-jun,34.0,10.0,3.4,5.0
12,23-jun,34.0,10.0,3.4,3.0
12,26-jun,31.5,10.0,3.2,0.0
12,1-jul,28.5,8.0,3.6,2.0
12,6-jul,32.0,10.0,3.2,2.0
12,13-jul,30.5,10.0,3.1,1.0
12,20-jul,32.0,10.0,3.2,4.0
12,27-jul,29.5,10.0,3.0,5.0
12,3-ago,31.5,10.0,3.2,3.0
12,10-ago,29.0,10.0,2.9,2.0
12,17-ago,24.0,6.0,4.0,0.0
12,24-ago,25.0,8.0,3.1,1.0
12,31-ago,20.0,4.0,5.0,1.0
12,6-sep,26.5,8.0,3.3,4.0
12,13-sep,25.5,8.0,3.2,5.0
12,21-sep,24.5,6.0,4.1,3.0
12,28-sep,22.0,6.0,3.7,3.0
12,4-oct,0.0,0.0,0.0,0.0
12,12-oct,0.0,0.0,0.0,0.0
12,19-oct,22.0,6.0,3.7,1.0
12,26-oct,21.0,6.0,3.5,4.0
12,2-nov,23.5,6.0,3.9,5.0
12,9-nov,23.5,6.0,3.9,3.0
12,15-nov,22.0,6.0,3.7,3.0
12,23-nov,22.0,6.0,3.7,2.0
12,30-nov,28.0,8.0,3.5,1.0
12,7-dic,22.0,6.0,3.7,4.0
12,14-dic,22.0,6.0,3.7,4.0
12,22-dic,20.5,4.0,5.1,5.0
12,28-dic,21.0,6.0,3.5,3.0
13,5-ene,0.0,0.0,0.0,2.0
13,12-ene,0.0,0.0,0.0,2.0
13,19-ene,0.0,0.0,0.0,3.0
13,26-ene,0.0,0.0,0.0,4.0
13,2-feb,0.0,0.0,0.0,5.0
13,9-feb,0.0,0.0,0.0,3.0
13,16-feb,0.0,0.0,0.0,2.0
13,23-feb,0.0,0.0,0.0,1.0
13,2-mar,0.0,0.0,0.0,0.0
13,9-mar,25.5,8.0,3.2,0.0
13,17-mar,26.0,8.0,3.3,0.0
13,23-mar,27.0,8.0,3.4,0.0
13,30-mar,27.5,8.0,3.4,0.0
13,6-abr,30.0,10.0,3.0,1.0
13,14-abr,28.0,8.0,3.5,1.0
13,20-abr,24.0,6.0,4.0,4.0
13,27-abr,27.0,8.0,3.4,5.0
13,4-may,25.5,8.0,3.2,5.0
13,11-may,25.5,8.0,3.2,3.0
13,18-may,25.5,8.0,3.2,2.0
13,25-may,27.0,8.0,3.4,1.0
13,1-jun,26.0,8.0,3.3,1.0
13,8-jun,27.0,8.0,3.4,4.0
13,15-jun,26.5,8.0,3.3,5.0
13,23-jun,26.5,8.0,3.3,3.0
13,26-jun,25.5,8.0,3.2,0.0
13,1-jul,27.0,8.0,3.4,2.0
13,6-jul,24.5,6.0,4.1,2.0
13,13-jul,24.0,6.0,4.0,1.0
13,20-jul,25.0,6.0,4.2,4.0
13,27-jul,24.0,6.0,4.0,5.0
13,3-ago,25.0,8.0,3.1,3.0
13,10-ago,25.0,8.0,3.1,2.0
13,17-ago,25.0,8.0,3.1,0.0
13,24-ago,24.0,6.0,4.0,1.0
13,31-ago,23.5,6.0,3.9,1.0
13,6-sep,22.5,6.0,3.8,4.0
13,13-sep,23.0,6.0,3.8,5.0
13,21-sep,22.5,6.0,3.8,3.0
13,28-sep,22.5,6.0,3.8,3.0
13,4-oct,18.0,4.0,4.5,2.0
13,12-oct,17.5,4.0,4.4,1.0
13,19-oct,23.5,6.0,3.9,1.0
13,26-oct,21.0,6.0,3.5,4.0
13,2-nov,20.0,4.0,5.0,5.0
13,9-nov,20.0,4.0,5.0,3.0
13,15-nov,19.5,4.0,4.9,3.0
13,23-nov,17.0,4.0,4.3,0.0
13,30-nov,16.0,0.0,0.0,1.0
13,7-dic,15.0,2.0,7.5,4.0
13,14-dic,19.0,0.0,0.0,4.0
13,22-dic,0.0,0.0,0.0,0.0
13,28-dic,0.0,0.0,0.0,0.0
14,5-ene,18.0,4.0,4.5,2.0
14,12-ene,17.5,4.0,4.375,2.0
14,19-ene,19.0,4.0,4.75,3.0
14,26-ene,18.0,4.0,4.5,4.0
14,2-feb,18.0,4.0,4.5,5.0
14,9-feb,17.0,4.0,4.25,3.0
14,16-feb,17.0,4.0,4.3,2.0
14,23-feb,17.5,4.0,4.4,1.0
14,2-mar,16.0,2.0,8.0,0.0
14,9-mar,14.5,2.0,7.3,0.0
14,17-mar,14.0,2.0,7.0,0.0
14,23-mar,16.0,4.0,4.0,0.0
14,30-mar,14.0,4.0,3.5,0.0
14,6-abr,17.5,4.0,4.4,1.0
14,14-abr,15.5,2.0,7.8,1.0
14,20-abr,14.0,2.0,7.0,4.0
14,27-abr,13.5,2.0,6.8,5.0
14,4-may,14.0,2.0,7.0,5.0
14,11-may,14.5,4.0,3.6,3.0
14,18-may,12.5,2.0,6.3,2.0
14,25-may,12.5,2.0,6.3,1.0
14,1-jun,12.5,2.0,6.3,1.0
14,8-jun,11.0,0.0,0.0,4.0
14,15-jun,11.0,0.0,0.0,5.0
14,23-jun,15.0,2.0,7.5,3.0
14,26-jun,10.5,2.0,5.3,0.0
14,1-jul,10.5,2.0,5.3,2.0
14,6-jul,10.5,2.0,5.3,2.0
14,13-jul,10.0,2.0,5.0,1.0
14,20-jul,7.5,2.0,3.8,4.0
14,27-jul,8.5,0.0,0.0,5.0
14,3-ago,0.0,0.0,0.0,3.0
14,10-ago,0.0,0.0,0.0,2.0
14,17-ago,0.0,0.0,0.0,0.0
14,24-ago,0.0,0.0,0.0,1.0
14,31-ago,0.0,0.0,0.0,1.0
14,6-sep,0.0,0.0,0.0,4.0
14,13-sep,0.0,0.0,0.0,5.0
14,21-sep,0.0,0.0,0.0,0.0
14,28-sep,0.0,0.0,0.0,0.0
14,4-oct,25.5,8.0,3.2,2.0
14,12-oct,26.5,8.0,3.3,1.0
14,19-oct,0.0,0.0,0.0,0.0
14,26-oct,0.0,0.0,0.0,0.0
14,2-nov,0.0,0.0,0.0,0.0
14,9-nov,0.0,0.0,0.0,0.0
14,15-nov,0.0,0.0,0.0,0.0
14,23-nov,0.0,0.0,0.0,2.0
14,30-nov,0.0,10.0,0.0,1.0
14,7-dic,26.0,8.0,3.3,4.0
14,14-dic,30.0,8.0,3.8,4.0
14,22-dic,32.5,10.0,3.3,5.0
14,28-dic,37.5,10.0,3.8,3.0
15,5-ene,0.0,0.0,0.0,2.0
15,12-ene,0.0,0.0,0.0,2.0
15,19-ene,0.0,0.0,0.0,3.0
15,26-ene,0.0,0.0,0.0,4.0
15,2-feb,0.0,0.0,0.0,5.0
15,9-feb,41.0,10.0,4.1,3.0
15,16-feb,46.5,12.0,3.9,2.0
15,23-feb,51.0,12.0,4.3,1.0
15,2-mar,51.0,12.0,4.3,0.0
15,9-mar,52.5,12.0,4.4,0.0
15,17-mar,42.0,12.0,3.5,0.0
15,23-mar,48.0,12.0,4.0,0.0
15,30-mar,45.5,12.0,3.8,0.0
15,6-abr,45.5,12.0,3.8,1.0
15,14-abr,42.0,10.0,4.2,1.0
15,20-abr,41.0,10.0,4.1,4.0
15,27-abr,40.5,10.0,4.1,5.0
15,4-may,37.5,10.0,3.8,5.0
15,11-may,37.5,10.0,3.8,3.0
15,18-may,37.0,10.0,3.7,2.0
15,25-may,36.5,10.0,3.7,1.0
15,1-jun,35.5,10.0,3.6,1.0
15,8-jun,32.5,8.0,4.1,4.0
15,15-jun,32.5,10.0,3.3,5.0
15,23-jun,30.0,10.0,3.0,3.0
15,26-jun,31.0,10.0,3.1,0.0
15,1-jul,30.5,10.0,3.1,2.0
15,6-jul,30.0,10.0,3.0,2.0
15,13-jul,30.0,10.0,3.0,1.0
15,20-jul,23.5,10.0,2.4,4.0
15,27-jul,28.5,8.0,3.6,5.0
15,3-ago,26.5,8.0,3.3,3.0
15,10-ago,26.0,8.0,3.3,2.0
15,17-ago,22.0,6.0,3.7,0.0
15,24-ago,26.5,8.0,3.3,1.0
15,31-ago,25.0,8.0,3.1,1.0
15,6-sep,21.0,6.0,3.5,4.0
15,13-sep,21.5,6.0,3.6,5.0
15,21-sep,22.5,6.0,3.8,3.0
15,28-sep,20.5,4.0,5.1,3.0
15,4-oct,19.5,4.0,4.9,2.0
15,12-oct,17.0,4.0,4.3,1.0
15,19-oct,17.0,4.0,4.3,1.0
15,26-oct,16.0,2.0,8.0,4.0
15,2-nov,15.5,2.0,7.8,5.0
15,9-nov,15.0,2.0,7.5,3.0
15,15-nov,12.5,2.0,6.3,3.0
15,23-nov,14.0,2.0,7.0,2.0
15,30-nov,11.0,2.0,5.5,1.0
15,7-dic,12.0,2.0,6.0,4.0
15,14-dic,10.5,2.0,5.3,4.0
15,22-dic,10.5,2.0,5.3,5.0
15,28-dic,10.0,2.0,5.0,3.0
16,5-ene,0.0,0.0,0.0,2.0
16,12-ene,0.0,0.0,0.0,2.0
16,19-ene,0.0,0.0,0.0,3.0
16,26-ene,0.0,0.0,0.0,4.0
16,2-feb,0.0,0.0,0.0,5.0
16,9-feb,0.0,0.0,0.0,3.0
16,16-feb,0.0,0.0,0.0,2.0
16,23-feb,23.0,6.0,3.8,1.0
16,2-mar,34.0,10.0,3.4,0.0
16,9-mar,32.5,10.0,3.3,0.0
16,17-mar,36.5,10.0,3.7,0.0
16,23-mar,34.5,12.0,2.9,0.0
16,30-mar,36.0,12.0,3.0,0.0
16,6-abr,37.5,10.0,3.8,1.0
16,14-abr,31.0,10.0,3.1,1.0
16,20-abr,35.5,10.0,3.6,4.0
16,27-abr,34.0,10.0,3.4,5.0
16,4-may,35.0,10.0,3.5,5.0
16,11-may,36.5,10.0,3.7,3.0
16,18-may,33.5,10.0,3.4,2.0
16,25-may,35.0,10.0,3.5,1.0
16,1-jun,32.5,10.0,3.3,1.0
16,8-jun,34.5,8.0,4.3,4.0
16,15-jun,29.0,10.0,2.9,5.0
16,23-jun,34.5,10.0,3.5,3.0
16,26-jun,32.5,10.0,3.3,0.0
16,1-jul,31.0,10.0,3.1,2.0
16,6-jul,32.0,10.0,3.2,2.0
16,13-jul,27.5,8.0,3.4,1.0
16,20-jul,31.0,8.0,3.9,4.0
16,27-jul,27.0,8.0,3.4,5.0
16,3-ago,24.0,6.0,4.0,3.0
16,10-ago,28.0,8.0,3.5,2.0
16,17-ago,24.5,6.0,4.1,0.0
16,24-ago,27.6,8.0,3.5,1.0
16,31-ago,25.0,8.0,3.1,1.0
16,6-sep,27.5,8.0,3.4,4.0
16,13-sep,27.0,8.0,3.4,5.0
16,21-sep,24.0,6.0,4.0,3.0
16,28-sep,23.0,6.0,3.8,3.0
16,4-oct,22.5,6.0,3.8,2.0
16,12-oct,23.0,6.0,3.8,1.0
16,19-oct,24.0,6.0,4.0,1.0
16,26-oct,22.5,6.0,3.8,4.0
16,2-nov,22.0,6.0,3.7,5.0
16,9-nov,23.0,6.0,3.8,3.0
16,15-nov,22.5,6.0,3.8,3.0
16,23-nov,21.0,6.0,3.5,2.0
16,30-nov,19.5,4.0,4.9,1.0
16,7-dic,19.0,4.0,4.8,4.0
16,14-dic,22.5,4.0,5.6,4.0
16,22-dic,21.5,6.0,3.6,5.0
16,28-dic,21.0,6.0,3.5,3.0
17,5-ene,0.0,0.0,0.0,2.0
17,12-ene,0.0,0.0,0.0,2.0
17,19-ene,0.0,0.0,0.0,3.0
17,26-ene,0.0,0.0,0.0,4.0
17,2-feb,0.0,0.0,0.0,5.0
17,9-feb,0.0,0.0,0.0,3.0
17,16-feb,0.0,0.0,0.0,2.0
17,23-feb,26.0,8.0,3.3,1.0
17,2-mar,26.5,8.0,3.3,0.0
17,9-mar,35.5,10.0,3.6,0.0
17,17-mar,38.0,10.0,3.8,0.0
17,23-mar,39.5,12.0,3.3,0.0
17,30-mar,41.5,12.0,3.5,0.0
17,6-abr,41.0,12.0,3.4,1.0
17,14-abr,42.0,10.0,4.2,1.0
17,20-abr,41.0,10.0,4.1,4.0
17,27-abr,41.0,10.0,4.1,5.0
17,4-may,37.0,10.0,3.7,5.0
17,11-may,37.5,10.0,3.8,3.0
17,18-may,37.0,10.0,3.7,2.0
17,25-may,36.5,10.0,3.7,1.0
17,1-jun,35.0,10.0,3.5,1.0
17,8-jun,32.0,8.0,4.0,4.0
17,15-jun,30.0,10.0,3.0,5.0
17,23-jun,30.0,10.0,3.0,3.0
17,26-jun,28.0,10.0,2.8,0.0
17,1-jul,29.0,8.0,3.6,2.0
17,6-jul,29.5,10.0,3.0,2.0
17,13-jul,26.0,8.0,3.3,1.0
17,20-jul,25.0,8.0,3.1,0.0
17,27-jul,25.5,8.0,3.2,5.0
17,3-ago,23.5,6.0,3.9,3.0
17,10-ago,24.5,6.0,4.1,2.0
17,17-ago,24.0,6.0,4.0,0.0
17,24-ago,23.0,6.0,3.8,1.0
17,31-ago,21.0,6.0,3.5,1.0
17,6-sep,21.0,6.0,3.5,4.0
17,13-sep,25.0,8.0,3.1,5.0
17,21-sep,21.5,6.0,3.6,3.0
17,28-sep,20.0,4.0,5.0,3.0
17,4-oct,23.0,6.0,3.8,2.0
17,12-oct,24.5,6.0,4.1,1.0
17,19-oct,17.0,4.0,4.3,1.0
17,26-oct,16.0,2.0,8.0,4.0
17,2-nov,15.0,2.0,7.5,5.0
17,9-nov,15.5,2.0,7.8,3.0
17,15-nov,14.0,2.0,7.0,3.0
17,23-nov,12.0,2.0,6.0,2.0
17,30-nov,14.0,2.0,7.0,1.0
17,7-dic,14.5,2.0,7.3,4.0
17,14-dic,16.5,2.0,8.3,4.0
17,22-dic,15.0,2.0,7.5,5.0
17,28-dic,15.0,2.0,7.5,3.0
18,5-ene,10.0,0.0,0.0,2.0
18,12-ene,10.0,0.0,0.0,2.0
18,19-ene,0.0,0.0,0.0,3.0
18,26-ene,0.0,0.0,0.0,4.0
18,2-feb,0.0,0.0,0.0,5.0
18,9-feb,0.0,0.0,0.0,3.0
18,16-feb,0.0,0.0,0.0,2.0
18,23-feb,0.0,0.0,0.0,1.0
18,2-mar,0.0,0.0,0.0,0.0
18,9-mar,0.0,0.0,0.0,0.0
18,17-mar,0.0,0.0,0.0,0.0
18,23-mar,22.0,10.0,2.2,0.0
18,30-mar,27.5,8.0,3.4,0.0
18,6-abr,31.0,10.0,3.1,1.0
18,14-abr,23.5,6.0,3.9,1.0
18,20-abr,29.9,10.0,3.0,4.0
18,27-abr,32.5,10.0,3.3,5.0
18,4-may,20.5,4.0,5.1,5.0
18,11-may,25.5,8.0,3.2,3.0
18,18-may,24.5,6.0,4.1,2.0
18,25-may,29.0,10.0,2.9,1.0
18,1-jun,28.5,8.0,3.6,1.0
18,8-jun,30.0,8.0,3.8,4.0
18,15-jun,26.5,8.0,3.3,5.0
18,23-jun,28.5,8.0,3.6,3.0
18,26-jun,28.0,8.0,3.5,0.0
18,1-jul,28.5,8.0,3.6,2.0
18,6-jul,25.5,8.0,3.2,2.0
18,13-jul,27.0,8.0,3.4,1.0
18,20-jul,27.5,8.0,3.4,4.0
18,27-jul,27.5,8.0,3.4,5.0
18,3-ago,22.0,6.0,3.7,3.0
18,10-ago,27.0,8.0,3.4,2.0
18,17-ago,24.0,6.0,4.0,0.0
18,24-ago,25.5,8.0,3.2,1.0
18,31-ago,26.5,8.0,3.3,1.0
18,6-sep,22.5,6.0,3.8,4.0
18,13-sep,25.0,8.0,3.1,5.0
18,21-sep,25.5,8.0,3.2,3.0
18,28-sep,24.0,6.0,4.0,3.0
18,4-oct,16.0,2.0,8.0,2.0
18,12-oct,16.0,4.0,4.0,1.0
18,19-oct,21.5,6.0,3.6,1.0
18,26-oct,23.0,6.0,3.8,4.0
18,2-nov,23.5,6.0,3.9,5.0
18,9-nov,22.0,6.0,3.7,3.0
18,15-nov,22.0,6.0,3.7,3.0
18,23-nov,20.0,6.0,3.3,2.0
18,30-nov,19.0,4.0,4.8,1.0
18,7-dic,20.5,4.0,5.1,4.0
18,14-dic,21.5,4.0,5.4,4.0
18,22-dic,22.0,6.0,3.7,5.0
18,28-dic,21.0,6.0,3.5,3.0
19,5-ene,33.0,10.0,3.3,2.0
19,12-ene,31.5,10.0,3.2,2.0
19,19-ene,34.0,10.0,3.4,3.0
19,26-ene,32.5,10.0,3.3,4.0
19,2-feb,31.0,10.0,3.1,5.0
19,9-feb,31.5,10.0,3.2,3.0
19,16-feb,29.0,10.0,2.9,2.0
19,23-feb,31.0,10.0,3.1,1.0
19,2-mar,31.5,10.0,3.2,0.0
19,9-mar,30.0,10.0,3.0,0.0
19,17-mar,29.0,10.0,2.9,0.0
19,23-mar,30.0,10.0,3.0,0.0
19,30-mar,28.0,8.0,3.5,0.0
19,6-abr,28.5,8.0,3.6,1.0
19,14-abr,28.5,8.0,3.6,1.0
19,20-abr,25.5,8.0,3.2,4.0
19,27-abr,25.5,8.0,3.2,5.0
19,4-may,26.5,8.0,3.3,5.0
19,11-may,25.0,8.0,3.1,3.0
19,18-may,24.5,6.0,4.1,2.0
19,25-may,23.0,6.0,3.8,1.0
19,1-jun,24.0,6.0,4.0,1.0
19,8-jun,23.0,6.0,3.8,4.0
19,15-jun,20.0,4.0,5.0,5.0
19,23-jun,21.0,6.0,3.5,3.0
19,26-jun,19.0,6.0,3.2,0.0
19,1-jul,18.5,4.0,4.6,2.0
19,6-jul,19.0,4.0,4.8,2.0
19,13-jul,19.0,4.0,4.8,1.0
19,20-jul,18.0,4.0,4.5,4.0
19,27-jul,18.0,4.0,4.5,5.0
19,3-ago,16.0,0.0,0.0,3.0
19,10-ago,18.0,4.0,4.5,2.0
19,17-ago,0.0,0.0,0.0,0.0
19,24-ago,0.0,0.0,0.0,1.0
19,31-ago,0.0,0.0,0.0,1.0
19,6-sep,0.0,0.0,0.0,4.0
19,13-sep,0.0,0.0,0.0,5.0
19,21-sep,15.0,2.0,7.5,3.0
19,28-sep,21.0,6.0,3.5,3.0
19,4-oct,21.0,6.0,3.5,2.0
19,12-oct,22.0,6.0,3.7,1.0
19,19-oct,22.0,6.0,3.7,1.0
19,26-oct,24.5,6.0,4.1,4.0
19,2-nov,22.0,6.0,3.7,5.0
19,9-nov,23.5,6.0,3.9,3.0
19,15-nov,22.5,6.0,3.8,3.0
19,23-nov,19.5,6.0,3.3,2.0
19,30-nov,18.5,4.0,4.6,1.0
19,7-dic,20.5,4.0,5.1,4.0
19,14-dic,22.5,4.0,5.6,4.0
19,22-dic,20.0,4.0,5.0,5.0
19,28-dic,20.0,4.0,5.0,3.0
20,5-ene,22.0,6.0,3.7,2.0
20,12-ene,22.5,6.0,3.8,2.0
20,19-ene,25.5,8.0,3.2,3.0
20,26-ene,24.0,6.0,4.0,4.0
20,2-feb,22.0,6.0,3.7,5.0
20,9-feb,21.5,6.0,3.6,3.0
20,16-feb,21.0,6.0,3.5,2.0
20,23-feb,23.0,6.0,3.8,1.0
20,2-mar,21.0,6.0,3.5,0.0
20,9-mar,22.0,6.0,3.7,0.0
20,17-mar,20.5,4.0,5.1,0.0
20,23-mar,24.0,6.0,4.0,0.0
20,30-mar,18.0,4.0,4.5,0.0
20,6-abr,22.0,6.0,3.7,1.0
20,14-abr,21.0,6.0,3.5,1.0
20,20-abr,19.5,4.0,4.9,4.0
20,27-abr,21.5,6.0,3.6,5.0
20,4-may,20.0,4.0,5.0,5.0
20,11-may,20.0,4.0,5.0,3.0
20,18-may,17.0,4.0,4.3,2.0
20,25-may,19.5,4.0,4.9,1.0
20,1-jun,18.0,4.0,4.5,1.0
20,8-jun,17.0,4.0,4.3,4.0
20,15-jun,18.0,4.0,4.5,5.0
20,23-jun,17.0,4.0,4.3,3.0
20,26-jun,17.5,4.0,4.4,0.0
20,1-jul,15.5,2.0,7.8,2.0
20,6-jul,17.5,4.0,4.4,2.0
20,13-jul,16.5,4.0,4.1,1.0
20,20-jul,15.5,4.0,3.9,4.0
20,27-jul,15.0,2.0,7.5,5.0
20,3-ago,15.0,2.0,7.5,3.0
20,10-ago,16.5,4.0,4.1,2.0
20,17-ago,16.0,4.0,4.0,0.0
20,24-ago,16.5,4.0,4.1,1.0
20,31-ago,14.5,2.0,7.3,1.0
20,6-sep,14.0,2.0,7.0,4.0
20,13-sep,15.0,2.0,7.5,5.0
20,21-sep,15.0,2.0,7.5,3.0
20,28-sep,14.0,2.0,7.0,3.0
20,4-oct,0.0,0.0,0.0,0.0
20,12-oct,18.5,4.0,4.6,1.0
20,19-oct,13.0,2.0,6.5,0.0
20,26-oct,14.5,2.0,7.3,4.0
20,2-nov,13.5,2.0,6.8,5.0
20,9-nov,14.5,4.0,3.6,3.0
20,15-nov,13.0,0.0,0.0,3.0
20,23-nov,13.0,0.0,0.0,2.0
20,30-nov,10.0,2.0,5.0,1.0
20,7-dic,0.0,0.0,0.0,0.0
20,14-dic,0.0,0.0,0.0,0.0
20,22-dic,0.0,0.0,0.0,0.0
20,28-dic,0.0,0.0,0.0,0.0
21,5-ene,21.0,6.0,3.5,2.0
21,12-ene,20.5,6.0,3.4,2.0
21,19-ene,20.5,4.0,5.1,3.0
21,26-ene,19.0,4.0,4.8,4.0
21,2-feb,19.5,4.0,4.9,5.0
21,9-feb,18.0,4.0,4.5,3.0
21,16-feb,16.0,2.0,8.0,2.0
21,23-feb,15.5,2.0,7.8,1.0
21,2-mar,14.5,2.0,7.3,0.0
21,9-mar,12.0,2.0,6.0,0.0
21,17-mar,11.0,2.0,5.5,0.0
21,23-mar,11.5,0.0,0.0,0.0
21,30-mar,0.0,0.0,0.0,0.0
21,6-abr,0.0,0.0,0.0,0.0
21,14-abr,0.0,0.0,0.0,0.0
21,20-abr,0.0,0.0,0.0,0.0
21,27-abr,0.0,0.0,0.0,0.0
21,4-may,0.0,0.0,0.0,0.0
21,11-may,0.0,0.0,0.0,0.0
21,18-may,0.0,0.0,0.0,0.0
21,25-may,15.0,8.0,1.9,1.0
21,1-jun,21.5,6.0,3.6,1.0
21,8-jun,23.5,6.0,3.9,4.0
21,15-jun,25.0,8.0,3.1,5.0
21,23-jun,26.5,8.0,3.3,3.0
21,26-jun,27.5,8.0,3.4,0.0
21,1-jul,27.5,8.0,3.4,2.0
21,6-jul,26.5,8.0,3.3,2.0
21,13-jul,28.0,8.0,3.5,1.0
21,20-jul,24.0,8.0,3.0,4.0
21,27-jul,25.0,8.0,3.1,5.0
21,3-ago,28.5,8.0,3.6,3.0
21,10-ago,25.0,8.0,3.1,2.0
21,17-ago,24.5,8.0,3.1,0.0
21,24-ago,24.5,6.0,4.1,1.0
21,31-ago,22.0,6.0,3.7,1.0
21,6-sep,16.0,2.0,8.0,4.0
21,13-sep,21.5,6.0,3.6,5.0
21,21-sep,21.0,6.0,3.5,3.0
21,28-sep,20.5,4.0,5.1,3.0
21,4-oct,18.5,4.0,4.6,2.0
21,12-oct,0.0,0.0,0.0,0.0
21,19-oct,21.0,6.0,3.5,1.0
21,26-oct,20.0,4.0,5.0,4.0
21,2-nov,18.0,4.0,4.5,5.0
21,9-nov,18.5,4.0,4.6,3.0
21,15-nov,18.5,4.0,4.6,3.0
21,23-nov,19.5,4.0,4.9,2.0
21,30-nov,19.0,4.0,4.8,1.0
21,7-dic,16.5,4.0,4.1,4.0
21,14-dic,16.0,4.0,4.0,4.0
21,22-dic,16.0,2.0,8.0,5.0
21,28-dic,18.0,4.0,4.5,3.0
22,5-ene,0.0,0.0,0.0,2.0
22,12-ene,0.0,0.0,0.0,2.0
22,19-ene,0.0,0.0,0.0,3.0
22,26-ene,0.0,0.0,0.0,4.0
22,2-feb,10.0,0.0,0.0,5.0
22,9-feb,21.0,8.0,2.6,3.0
22,16-feb,19.0,4.0,4.8,2.0
22,23-feb,26.0,8.0,3.3,1.0
22,2-mar,24.0,6.0,4.0,0.0
22,9-mar,25.5,8.0,3.2,0.0
22,17-mar,25.0,8.0,3.1,0.0
22,23-mar,26.5,8.0,3.3,0.0
22,30-mar,22.5,6.0,3.8,0.0
22,6-abr,25.0,8.0,3.1,1.0
22,14-abr,24.5,6.0,4.1,1.0
22,20-abr,23.5,6.0,3.9,4.0
22,27-abr,25.0,8.0,3.1,5.0
22,4-may,22.0,6.0,3.7,5.0
22,11-may,24.5,6.0,4.1,3.0
22,18-may,24.0,6.0,4.0,2.0
22,25-may,23.0,6.0,3.8,1.0
22,1-jun,23.5,6.0,3.9,1.0
22,8-jun,23.5,6.0,3.9,4.0
22,15-jun,21.5,6.0,3.6,5.0
22,23-jun,23.0,6.0,3.8,3.0
22,26-jun,22.5,6.0,3.8,0.0
22,1-jul,21.5,6.0,3.6,2.0
22,6-jul,19.0,4.0,4.8,2.0
22,13-jul,22.0,6.0,3.7,1.0
22,20-jul,21.5,6.0,3.6,4.0
22,27-jul,21.0,6.0,3.5,5.0
22,3-ago,22.0,6.0,3.7,3.0
22,10-ago,22.5,6.0,3.8,2.0
22,17-ago,20.5,4.0,5.1,0.0
22,24-ago,23.0,6.0,3.8,1.0
22,31-ago,22.0,6.0,3.7,1.0
22,6-sep,20.5,4.0,5.1,4.0
22,13-sep,21.0,6.0,3.5,5.0
22,21-sep,20.0,4.0,5.0,3.0
22,28-sep,27.5,8.0,3.4,3.0
22,4-oct,22.0,6.0,3.7,2.0
22,12-oct,21.5,6.0,3.6,1.0
22,19-oct,20.5,4.0,5.1,1.0
22,26-oct,19.5,4.0,4.9,4.0
22,2-nov,17.5,4.0,4.4,5.0
22,9-nov,18.0,4.0,4.5,3.0
22,15-nov,17.0,4.0,4.3,3.0
22,23-nov,18.0,4.0,4.5,2.0
22,30-nov,14.0,2.0,7.0,1.0
22,7-dic,17.0,4.0,4.3,4.0
22,14-dic,17.5,4.0,4.4,4.0
22,22-dic,13.5,2.0,6.8,5.0
22,28-dic,16.0,4.0,4.0,3.0
23,5-ene,18.0,4.0,4.5,2.0
23,12-ene,20.0,4.0,5.0,2.0
23,19-ene,23.0,6.0,3.8,3.0
23,26-ene,23.0,6.0,3.8,4.0
23,2-feb,21.5,6.0,3.6,5.0
23,9-feb,22.0,6.0,3.7,3.0
23,16-feb,21.0,6.0,3.5,2.0
23,23-feb,23.0,6.0,3.8,1.0
23,2-mar,22.0,6.0,3.7,0.0
23,9-mar,22.5,6.0,3.8,0.0
23,17-mar,21.0,4.0,5.3,0.0
23,23-mar,23.0,6.0,3.8,0.0
23,30-mar,19.0,4.0,4.8,0.0
23,6-abr,21.5,6.0,3.6,1.0
23,14-abr,20.0,4.0,5.0,1.0
23,20-abr,19.0,4.0,4.8,4.0
23,27-abr,20.0,4.0,5.0,5.0
23,4-may,17.5,4.0,4.4,5.0
23,11-may,19.5,4.0,4.9,3.0
23,18-may,16.5,4.0,4.1,2.0
23,25-may,17.5,4.0,4.4,1.0
23,1-jun,17.0,4.0,4.3,1.0
23,8-jun,15.0,4.0,3.8,4.0
23,15-jun,15.0,4.0,3.8,5.0
23,23-jun,14.0,2.0,7.0,3.0
23,26-jun,13.5,2.0,6.8,0.0
23,1-jul,13.5,2.0,6.8,2.0
23,6-jul,13.5,2.0,6.8,2.0
23,13-jul,13.0,2.0,6.5,1.0
23,20-jul,12.5,2.0,6.3,4.0
23,27-jul,12.0,2.0,6.0,5.0
23,3-ago,11.0,2.0,5.5,3.0
23,10-ago,8.5,0.0,0.0,2.0
23,17-ago,7.0,0.0,0.0,0.0
23,24-ago,6.0,0.0,0.0,1.0
23,31-ago,0.0,0.0,0.0,1.0
23,6-sep,0.0,0.0,0.0,4.0
23,13-sep,0.0,0.0,0.0,5.0
23,21-sep,0.0,0.0,0.0,0.0
23,28-sep,0.0,0.0,0.0,0.0
23,4-oct,0.0,0.0,0.0,0.0
23,12-oct,0.0,0.0,0.0,0.0
23,19-oct,0.0,0.0,0.0,0.0
23,26-oct,0.0,0.0,0.0,0.0
23,2-nov,25.5,8.0,3.2,5.0
