Time (day),Volume (Liters),n active cows,concentrated_requirements,grass_requirements
1.0,197.3130335319923,11.0,52.48780618858843,125.90501033898838
2.0,197.82660237513045,11.0,52.633642330984166,125.9056938468334
3.0,198.35120338878198,11.0,52.78268000926286,125.90632326394646
4.0,198.88683657294686,11.0,52.93491922342454,125.90689859032747
5.0,199.43350192762503,11.0,53.09035997346918,125.90741982597646
6.0,199.99119945281655,11.0,53.24900225939678,125.90788697089341
7.0,200.55992914852143,11.0,53.41084608120735,125.90830002507836
8.0,201.13969101473967,11.0,53.575891438900925,125.90865898853124
9.0,201.7304850514712,11.0,53.744138332477455,125.90896386125213
10.0,202.3323112587161,11.0,53.91558676193694,125.90921464324099
11.0,202.94516963647433,11.0,54.090236727279404,125.90941133449782
12.0,240.00874807866415,14.0,63.580594303181066,160.29318149741758
13.0,240.4756207496389,14.0,63.76213869242834,160.2448344805814
14.0,240.9560810562672,14.0,63.89762514154522,160.24642191556464
15.0,241.4501289985491,14.0,64.03705472252874,160.24794273037028
16.0,241.9577645764845,14.0,64.18042743537895,160.24939692499834
17.0,242.4789877900734,14.0,64.32774328009579,160.25078449944877
18.0,243.01379863931584,14.0,64.47900225667931,160.25210545372158
19.0,243.56219712421185,14.0,64.63420436512946,160.2533597878168
20.0,244.12418324476135,14.0,64.79334960544627,160.2545475017344
21.0,244.69975700096438,14.0,64.95643797762975,160.2556685954744
22.0,245.28891839282096,14.0,65.12346948167986,160.25672306903675
23.0,245.8916674203311,14.0,65.29444411759664,160.25771092242155
24.0,246.50800408349477,14.0,65.46936188538008,160.2586321556287
25.0,247.1379283823119,14.0,65.64822278503017,160.25948676865823
26.0,247.7814403167826,14.0,65.83102681654691,160.2602747615102
27.0,248.43853988690682,14.0,66.01777397993033,160.26099613418455
28.0,249.10922709268462,14.0,66.20846427518036,160.26165088668125
29.0,297.33007016954804,16.0,79.35687856071686,183.07049846844467
30.0,297.98322714392947,16.0,79.55558636320286,183.05813439127877
31.0,298.65102162815725,16.0,79.74513251716832,183.05910800028002
32.0,314.6413192013504,17.0,83.95966003545978,194.50656440872785
33.0,314.99884269377065,17.0,84.15871083223186,194.40951399177277
34.0,315.38748105846315,17.0,84.26246414973224,194.4166380338041
35.0,315.80723429542803,17.0,84.37524700316602,194.42360951961672
36.0,316.2581024046652,17.0,84.49705939253322,194.43042844921058
37.0,316.7400853861746,17.0,84.62790131783386,194.43709482258564
38.0,317.2531832399563,17.0,84.76777277906788,194.44360863974197
39.0,317.7973959660104,17.0,84.91667377623534,194.44996990067952
40.0,318.37272356433675,17.0,85.07460430933622,194.45617860539835
41.0,318.97916603493525,17.0,85.2415643783705,194.4622347538984
42.0,319.6167233778062,17.0,85.41755398333822,194.46813834617973
43.0,320.2853955929493,17.0,85.60257312423936,194.4738893822423
44.0,320.9851826803648,17.0,85.79662180107391,194.4794878620861
45.0,321.71608464005266,17.0,85.99970001384186,194.48493378571123
46.0,322.47810147201267,17.0,86.21180776254324,194.4902271531175
47.0,339.6091203213058,18.0,90.7533167967761,205.9361464035315
48.0,340.3366106101474,18.0,90.98376671724294,205.91324728000023
49.0,341.09682605174174,18.0,91.19488439906476,205.91901678301898
50.0,321.82255282494026,18.0,97.10800655504691,199.91449466341862
51.0,322.66417230884906,18.0,97.34270482979768,199.9153209882973
52.0,323.53866463727735,18.0,97.58694280402797,199.91594327746864
53.0,286.21136895029224,18.0,98.32514933614421,199.13926977476368
