Time (day),Volume (Liters),n active cows,concentrated_requirements,grass_requirements
1.0,325.4893460560657,11.0,100.76076863154293,134.27092825773286
2.0,327.5539010703192,11.0,101.35100822547025,134.4686038901057
3.0,329.6491048482155,11.0,101.95014209060663,134.6672338709065
4.0,331.7749573897542,11.0,102.55817022695213,134.8668182001352
5.0,333.9314586949355,11.0,103.17509263450665,135.06735687779187
6.0,209.01650453036146,11.0,78.82507567572355,160.05866814749416
7.0,209.8878324481383,11.0,79.07118961471087,160.6541654314292
8.0,210.7824044139907,11.0,79.32404897644972,161.2528022175702
9.0,211.7002204279187,11.0,79.5836537609401,161.8545785059171
10.0,212.64128048992214,11.0,79.850003968182,162.45949429646987
11.0,213.60558460000124,11.0,80.12309959817543,163.06754958922852
12.0,267.998631596403,14.0,94.63832401396738,197.97978962320153
13.0,268.63963564833034,14.0,94.92600288927616,198.48753206950155
14.0,269.31730158522646,14.0,95.11202226514547,199.11064700881064
15.0,270.0316294070915,14.0,95.30868092003271,199.73683566267138
16.0,270.7826191139253,14.0,95.51597885393794,200.3660980310837
17.0,271.5702707057279,14.0,95.73391606686111,200.9984341140476
18.0,272.3945841824994,14.0,95.96249255880223,201.6338439115632
19.0,273.25555954423965,14.0,96.2017083297613,202.27232742363037
20.0,274.1531967909487,14.0,96.45156337973836,202.91388465024914
21.0,275.08749592262666,14.0,96.71205770873331,203.55851559141962
22.0,276.05845693927347,14.0,96.98319131674624,204.20622024714166
23.0,277.066079840889,14.0,97.26496420377714,204.85699861741531
24.0,278.1103646274735,14.0,97.557376369826,205.5108507022406
25.0,279.19131129902667,14.0,97.86042781489282,206.16777650161748
26.0,280.30891985554877,14.0,98.17411853897752,206.82777601554596
27.0,281.46319029703966,14.0,98.49844854208027,207.49084924402612
28.0,282.6541226234994,14.0,98.83341782420092,208.1569961870579
29.0,312.2543280860726,16.0,106.57122132221022,231.72864277988836
30.0,313.4043200352864,16.0,106.92780601057824,232.36800108541283
31.0,314.59463115656666,16.0,107.2615336742401,233.0449728222502
32.0,370.9949050756697,17.0,111.67779560289078,229.7436695023522
33.0,372.2182616819022,17.0,112.03312145295935,230.18183069285362
34.0,373.4836885167251,17.0,112.38813954008802,230.6344510047586
35.0,374.79118558013874,17.0,112.75536640755367,231.08901389479038
36.0,376.1407528721428,17.0,113.13480205535626,231.54551936294894
37.0,377.5323903927374,17.0,113.52644648349583,232.0039674092343
38.0,378.9660981419225,17.0,113.93029969197241,232.4643580336464
39.0,380.44187611969807,17.0,114.3463616807859,232.92669123618526
40.0,381.9597243260643,17.0,114.77463244993643,233.39096701685085
41.0,383.5196427610211,17.0,115.21511199942387,233.85718537564324
42.0,385.12163142456825,17.0,115.6678003292483,234.32534631256235
