Time (day),Volume (Liters),n active cows,concentrated_requirements,grass_requirements
1.0,183.53070282055558,11.0,48.470149423932874,125.99060949866318
2.0,184.10369067438427,11.0,48.63400995852523,125.99022067980457
3.0,184.6850194675263,11.0,48.80029103370631,125.98979096532054
4.0,185.27468919998165,11.0,48.968992649476135,125.98932035521102
5.0,185.8726998717503,11.0,49.14011480583468,125.98880884947609
6.0,186.47905148283238,11.0,49.31365750278194,125.98825644811566
7.0,187.09374403322772,11.0,49.48962074031795,125.9876631511298
8.0,158.4531320644999,11.0,52.75581804991085,122.5625716372266
9.0,158.87822690483762,11.0,52.87709892511786,122.62209248818988
10.0,159.3104948928632,11.0,53.00046144778388,122.68191706233975
11.0,159.74993602857657,11.0,53.125905617908906,122.74204535967627
12.0,213.6756435809324,14.0,67.5106425773108,157.10269111073447
13.0,213.91934651052554,14.0,67.64087176718658,157.10286865158815
14.0,214.17861777985473,14.0,67.71159435735453,157.16733328590112
15.0,214.4534573889199,14.0,67.78683487971384,157.23206048177406
16.0,214.7438653377211,14.0,67.86659333426455,157.297050239207
17.0,215.0498416262583,14.0,67.95086972100665,157.36230255819996
18.0,215.37138625453147,14.0,68.03966403994015,157.42781743875292
19.0,215.7084992225407,14.0,68.13297629106505,157.49359488086588
20.0,216.0611805302859,14.0,68.23080647438131,157.55963488453884
21.0,216.4294301777671,14.0,68.33315458988899,157.62593744977175
22.0,216.81324816498432,14.0,68.440020637588,157.6925025765647
23.0,217.21263449193754,14.0,68.55140461747847,157.75933026491765
24.0,217.6275891586268,14.0,68.66730652956029,157.8264205148306
25.0,218.05811216505202,14.0,68.78772637383348,157.89377332630357
26.0,218.5042035112133,14.0,68.9126641502981,157.96138869933648
27.0,218.9658631971105,14.0,69.04211985895411,158.02926663392947
28.0,219.4430912227438,14.0,69.17609349980147,158.0974071300824
29.0,256.782632191168,16.0,79.16610018964579,181.02656076600755
30.0,257.21924775575604,16.0,79.30931986187693,181.0745464037374
31.0,257.67278982839036,16.0,79.4360256987204,181.14421385195067
32.0,270.8801413109119,17.0,82.84310749366878,192.67246779840139
