Time (day),Volume (Liters),n active cows,concentrated_requirements,grass_requirements
1.0,252.33835169015305,11.0,79.61179020402658,137.49196239805622
2.0,254.12174277420792,11.0,80.1225896604824,137.725132325776
3.0,255.92836141214633,11.0,80.64012975307514,137.95950298993273
4.0,257.75820760396795,11.0,81.16441048180484,138.1950743905263
5.0,259.611281349673,11.0,81.6954318466715,138.4318465275568
6.0,261.4875826492614,11.0,82.23319384767511,138.66981940102414
7.0,263.38711150273315,11.0,82.77769648481566,138.90899301092838
8.0,265.30986791008837,11.0,83.32893975809317,139.1493673572695
9.0,267.2558518713268,11.0,83.88692366750766,139.39094244004755
10.0,277.33721771221616,11.0,75.28863843551746,125.93483776612467
11.0,279.27584464983164,11.0,75.85666058008515,125.91990007097786
12.0,333.5099801441307,14.0,90.32597249491873,160.22342431026132
13.0,335.27957547897233,14.0,90.89619623782674,160.15806080759762
14.0,337.0799592690429,14.0,91.40973280399774,160.1581683355824
15.0,338.9111315143425,14.0,91.93220417987621,160.1581249077712
16.0,256.27640832496564,14.0,79.88226523691142,172.31397035752704
17.0,256.71290466057314,14.0,80.00361369590502,172.7361455298932
18.0,257.1677427522099,14.0,80.13028493249834,173.16184280473726
19.0,257.64092259987603,14.0,80.26227894669134,173.5910621820593
20.0,258.1324442035713,14.0,80.39959573848401,174.02380366185935
21.0,258.64230756329596,14.0,80.54223530787642,174.4600672441374
22.0,259.17051267904986,14.0,80.69019765486851,174.8998529288934
23.0,259.7170595508331,14.0,80.84348277946027,175.34316071612744
24.0,260.2819481786455,14.0,81.00209068165175,175.78999060583942
25.0,260.86517856248724,14.0,81.16602136144292,176.24034259802946
26.0,261.46675070235824,14.0,81.3352748188338,176.6942166926974
27.0,262.08666459825855,14.0,81.50985105382436,177.15161288984336
28.0,262.724920250188,14.0,81.68975006641463,177.61253118946732
29.0,285.8311903290175,16.0,87.5481854368101,201.00858227534505
30.0,286.34194234733826,16.0,87.73921143348088,201.4292212509464
31.0,286.87448744009527,16.0,87.88743166919753,201.90249551836712
32.0,305.5406383270657,17.0,92.87695144059579,213.81154561448568
33.0,305.9561922716415,17.0,93.03829324251448,214.2455451563173
34.0,306.39832211759904,17.0,93.15888699723037,214.73148680239603
