Time (day),Volume (Liters),n active cows,concentrated_requirements,grass_requirements
1.0,237.9608565145621,11.0,64.39491718079844,125.59460130023658
2.0,238.0894746689955,11.0,64.42964056052593,125.59657229411451
3.0,238.22705770519704,11.0,64.4669655489425,125.59849933317707
4.0,238.3736056231665,11.0,64.50689214604817,125.60038241742437
5.0,238.52911842290405,11.0,64.54942035184291,125.60222154685636
6.0,238.6935961044097,11.0,64.59455016632675,125.60401672147299
7.0,238.86703866768337,11.0,64.6422815894997,125.60576794127438
8.0,239.04944611272512,11.0,64.69261462136173,125.6074752062604
9.0,239.24081843953496,11.0,64.74554926191284,125.60913851643117
10.0,239.4411556481128,11.0,64.80108551115305,125.61075787178657
11.0,239.65045773845878,11.0,64.85922336908234,125.61233327232674
12.0,286.32065765989057,14.0,77.13766354824486,159.94876112014893
13.0,286.25991319862266,14.0,77.20185485290024,159.86723960292727
14.0,286.218243039543,14.0,77.1842268102403,159.87297927421216
15.0,286.19564718265156,14.0,77.17213413007539,159.87862542419353
16.0,286.19212562794826,14.0,77.16557681240549,159.88417805287128
17.0,286.2076783754332,14.0,77.1645548572306,159.88963716024537
18.0,286.2423054251062,14.0,77.16906826455072,159.89500274631584
19.0,286.2960067769675,14.0,77.17911703436583,159.90027481108268
20.0,286.36878243101694,14.0,77.19470116667597,159.90545335454587
21.0,286.4606323872546,14.0,77.2158206614811,159.91053837670543
22.0,286.5715566456804,14.0,77.24247551878129,159.9155298775614
23.0,286.70155520629436,14.0,77.27466573857646,159.9204278571137
24.0,286.85062806909656,14.0,77.31239132086662,159.92523231536242
25.0,287.01877523408695,14.0,77.35565226565183,159.92994325230745
26.0,287.2059967012655,14.0,77.40444857293203,159.9345606679489
27.0,287.4122924706322,14.0,77.45878024270725,159.93908456228672
28.0,287.6376625421872,14.0,77.51864727497747,159.94351493532088
29.0,333.0924302870854,16.0,89.8626504935425,182.76762059007214
30.0,333.2762643648987,16.0,89.93382326931219,182.74889512520033
31.0,333.48179984686834,16.0,89.98717191869358,182.75418513221837
32.0,358.05257831371074,17.0,96.69068048392872,194.16064595123805
33.0,358.29005022932677,17.0,96.75665822663888,194.16241823363737
34.0,358.5494483589085,17.0,96.82557257655066,194.16750939190086
35.0,358.83077270245565,17.0,96.90084991375525,194.17249304593724
36.0,359.13402325996844,17.0,96.98249023825265,194.1773691957466
37.0,359.4592000314469,17.0,97.07049355004287,194.18213784132882
38.0,359.80630301689087,17.0,97.16485984912589,194.18679898268402
39.0,360.1753322163004,17.0,97.26558913550171,194.19135261981214
40.0,360.5662876296755,17.0,97.37268140917035,194.19579875271313
41.0,360.9791692570163,17.0,97.48613667013183,194.20013738138707
42.0,361.4139770983225,17.0,97.6059549183861,194.20436850583397
43.0,361.87071115359436,17.0,97.7321361539332,194.20849212605384
44.0,362.34937142283184,17.0,97.8646803767731,194.21250824204654
45.0,362.84995790603483,17.0,98.0035875869058,194.2164168538122
46.0,363.3724706032034,17.0,98.1488577843313,194.22021796135078
47.0,380.54906854132196,18.0,102.7063725075151,205.66313510011852
48.0,381.0570219316241,18.0,102.8645396906917,205.64988549533487
49.0,381.58794596435376,18.0,103.01194776455732,205.65394845523494
50.0,382.1418406395112,18.0,103.16602191885548,205.65789879007514
51.0,382.7187059570964,18.0,103.32676215358617,205.66173649985558
52.0,383.3185419171093,18.0,103.4941684687494,205.66546158457612
53.0,383.9413485195499,18.0,103.66824086434511,205.66907404423694
54.0,384.5871257644182,18.0,103.84897934037339,205.6725738788378
55.0,385.2558736517142,18.0,104.03638389683417,205.67596108837895
56.0,385.947592181438,18.0,104.23045453372747,205.67923567286027
57.0,386.66228135358944,18.0,104.43119125105329,205.68239763228172
58.0,387.39994116816865,18.0,104.63859404881164,205.68544696664338
59.0,388.1605716251755,18.0,104.85266292700254,205.68838367594512
60.0,388.9441727246101,18.0,105.07339788562592,205.69120776018715
61.0,389.75074446647244,18.0,105.30079892468187,205.69391921936932
62.0,390.5802868507625,18.0,105.53486604417031,205.69651805349167
63.0,391.4327998774802,18.0,105.7755992440913,205.69900426255418
64.0,392.30828354662583,18.0,106.02299852444477,205.7013778465569
65.0,393.206737858199,18.0,106.2770638852308,205.7036388054997
66.0,407.1965138137942,19.0,109.9091905712187,217.1627532303154
67.0,407.990723047868,19.0,110.17702830876308,217.1215010046245
68.0,408.81094859108816,19.0,110.4075078284913,217.12502937170032
69.0,409.6571904434544,19.0,110.64553728113373,217.12843018081247
70.0,410.5294486049668,19.0,110.89111666669045,217.13170343196074
71.0,411.4277230756257,19.0,111.14424598516143,217.13484912514537
72.0,412.35201385543064,19.0,111.40492523654656,217.13786726036625
73.0,413.30232094438196,19.0,111.67315442084599,217.14075783762334
74.0,414.2786443424793,19.0,111.94893353805963,217.14352085691675
75.0,415.28098404972303,19.0,112.23226258818751,217.1461563182463
76.0,416.30934006611295,19.0,112.5231415712296,217.14866422161217
77.0,417.36371239164913,19.0,112.82157048718598,217.15104456701434
78.0,463.89885603916485,21.0,125.47693111465206,239.97202081675348
79.0,464.8725877585286,21.0,125.79084802256563,239.93590664717925
80.0,465.8744996944423,21.0,126.07342496752497,239.9391721718003
81.0,466.9045918469061,21.0,126.36417981132715,239.9422995288196
82.0,467.9628642159197,21.0,126.6631125539721,239.94528871823715
83.0,469.04931680148337,21.0,126.97022319545988,239.94813974005285
84.0,470.1639496035971,21.0,127.2855117357905,239.950852594267
85.0,471.30676262226075,21.0,127.60897817496388,239.95342728087925
86.0,472.47775585747456,21.0,127.94062251298008,239.95586379988984
87.0,473.6769293092382,21.0,128.28044474983912,239.9581621512986
88.0,474.904282977552,21.0,128.62844488554094,239.96032233510567
89.0,504.3137044358933,22.0,136.73430673909783,251.34488019534925
90.0,505.6061897048497,22.0,137.09863702729626,251.34929207692826
91.0,506.9267220458189,22.0,137.4737162523474,251.35095676715866
92.0,508.2753014588007,22.0,137.85693473769666,251.3524839425948
93.0,509.65192794379533,22.0,138.24829248334402,251.35387360323693
94.0,511.0566015008026,22.0,138.6477894892894,251.35512574908503
95.0,512.4893221298225,22.0,139.05542575553292,251.35624038013913
96.0,513.9500898308553,22.0,139.4712012820745,251.357217496399
97.0,515.4389046039005,22.0,139.89511606891418,251.35805709786484
98.0,516.9557664489588,22.0,140.32717011605197,251.35875918453664
99.0,518.5006753660294,22.0,140.7673634234878,251.35932375641428
100.0,520.0736313551129,22.0,141.21569599122176,251.3597508134979
101.0,521.6746344162092,22.0,141.6721678192538,251.36004035578742
102.0,523.3036845493182,22.0,142.1367789075839,251.36019238328288
103.0,543.5220643352435,23.0,147.57524489695567,262.7899694916963
104.0,545.1495106560676,23.0,148.05630307008767,262.77321687155643
105.0,546.8057870244364,23.0,148.5285879923908,262.7734626283198
106.0,548.4908934403504,23.0,149.00923939449146,262.7735670313602
107.0,550.2048299038092,23.0,149.49825727638964,262.7735300806774
108.0,524.933757998774,23.0,153.68170732917423,258.79425333551313
109.0,526.6884669657236,23.0,154.1825765712442,258.7988788970103
110.0,528.4719398890438,23.0,154.691793113453,258.8033826084881
111.0,530.2841767687346,23.0,155.20935695580047,258.80776446994656
112.0,532.1251776047961,23.0,155.73526809828678,258.8120244813857
113.0,533.9949423972283,23.0,156.26952654091184,258.81616264280564
114.0,535.8934711460314,23.0,156.81213228367568,258.82017895420626
115.0,548.8819150695671,24.0,160.15230119482464,270.29057080648624
116.0,550.7937048321893,24.0,160.71173175318836,270.2815839890641
117.0,552.7354787349014,24.0,161.2665331423013,270.2857999057666
118.0,554.7072367777038,24.0,161.8300359288684,270.28988798988917
119.0,556.708978960596,24.0,162.4022401128896,270.2938482414316
120.0,558.7407052835784,24.0,162.98314569436496,270.29768066039395
121.0,524.5144189232983,24.0,164.70994048804985,268.77415298755346
122.0,526.0923611915675,24.0,165.16088437154116,268.9258867272522
123.0,527.6943384796864,24.0,165.61880321779284,269.0792482376012
124.0,529.3203507876551,24.0,166.08369702680497,269.23423751860014
125.0,530.9703981154738,24.0,166.55556579857753,269.3908545702495
126.0,532.6444804631423,24.0,167.03440953311053,269.5490993925489
127.0,534.3425978306606,24.0,167.52022823040392,269.7089719854984
128.0,536.0647502180287,24.0,168.01302189045774,269.8704723490981
129.0,556.0062037108128,25.0,173.37200642846327,281.4654393965705
130.0,557.623813656106,25.0,173.87920031687796,281.58620511541767
131.0,559.2706249766691,25.0,174.34863072300195,281.7548109956684
132.0,560.9466376725024,25.0,174.82653536822937,281.92501931592864
